transaction UUID,Driver UUID,Trip UUID,Description,vs reporting,Paid to you,Paid to you : Your earnings,Paid to you : Trip balance : Payouts : Cash collected,Paid to you : Your earnings : Fare,Paid to you : Your earnings : Taxes,Paid to you:Your earnings:Fare:Fare,Paid to you:Trip balance:Refunds:Toll,Paid to you:Your earnings:Tip,Paid to you:Your earnings:Taxes:Income tax withholding,Paid to you:Your earnings:Fare:Booking fee,Paid to you:Your earnings:Fare:UberX Priority,Paid to you:Your earnings:Fare:Max Fare Adjustment,Paid to you:Your earnings:Fare:Wait Time at Pick-up,Paid to you:Your earnings:Fare:Package Fare,Paid to you:Your earnings:Fare:Additional time charges,Paid to you:Your earnings:Fare:Adjustment,Paid to you:Your earnings:Fare:Surge,Paid to you:Your earnings:Fare:Cancellation,Paid to you:Your earnings:Fare:Additional cancellation fee for extended wait time,Paid to you:Your earnings:Fare:Reservation Fee
a8ffe075-6ba5-3881-bad0-b107164728ec,100b888d-c025-49b3-814d-eb21f147c87c,3f493734-d5f8-4a20-ac72-64021254972f,trip completed order,2024-08-04 20:36:51.533 +0530 IST,183.21,138.2,0,138.2,0,138.2,45.01,0,0,0,0,0,0,0,0,0,0,0,0,0
1263022a-a952-3a7c-b7e6-5bfedc6ef963,100b888d-c025-49b3-814d-eb21f147c87c,3f493734-d5f8-4a20-ac72-64021254972f,trip fare adjust order,2024-08-04 20:36:53.513 +0530 IST,-1.83,-1.83,0,0,0,0,0,0,-1.83,0,0,0,0,0,0,0,0,0,0,0
c8f89ab3-6c04-3aff-8cb4-c547e1452a4b,ecd990ea-f209-4d3b-aa30-2774860ed903,ba14467e-e217-4a75-9f35-b6fb453f5d1f,trip completed order,2024-08-04 21:29:10.94 +0530 IST,236.81,236.81,0,236.81,0,225.39,0,0,0,11.42,0,0,0,0,0,0,0,0,0,0
15dee32f-81dc-3980-997d-e15023cf347e,ecd990ea-f209-4d3b-aa30-2774860ed903,ba14467e-e217-4a75-9f35-b6fb453f5d1f,trip fare adjust order,2024-08-04 21:29:12.606 +0530 IST,-2.37,-2.37,0,0,0,0,0,0,-2.37,0,0,0,0,0,0,0,0,0,0,0
b95356d4-9c27-39ef-bf14-7871e01dcae6,100b888d-c025-49b3-814d-eb21f147c87c,e140eebd-d085-4a9d-aa38-7bbc58916477,trip completed order,2024-08-04 22:06:16.055 +0530 IST,15.31,642.31,-727,642.31,0,642.31,100,0,0,0,0,0,0,0,0,0,0,0,0,0
f2a4df56-96ed-33ee-af0d-bc5f97b364f2,100b888d-c025-49b3-814d-eb21f147c87c,e140eebd-d085-4a9d-aa38-7bbc58916477,trip fare adjust order,2024-08-04 22:06:17.718 +0530 IST,-7.42,-7.42,0,0,0,0,0,0,-7.42,0,0,0,0,0,0,0,0,0,0,0
2f636673-e830-34aa-9c9c-b00746a95328,100b888d-c025-49b3-814d-eb21f147c87c,10aef5d0-4092-44ef-bdd2-b102fce0a59d,trip completed order,2024-08-04 23:00:26.068 +0530 IST,-45.33,110.67,-156,110.67,0,110.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4e161cc-44a1-3ae8-8121-eb55244531b9,100b888d-c025-49b3-814d-eb21f147c87c,10aef5d0-4092-44ef-bdd2-b102fce0a59d,trip fare adjust order,2024-08-04 23:00:27.642 +0530 IST,-1.11,-1.11,0,0,0,0,0,0,-1.11,0,0,0,0,0,0,0,0,0,0,0
badc270b-d8c6-34f0-b3bc-7b7c812197ca,ecd990ea-f209-4d3b-aa30-2774860ed903,117021e5-9d27-455b-bafc-85012d8b9b45,trip completed order,2024-08-04 23:13:18.849 +0530 IST,-53.18,327.81,-426,327.81,0,327.81,45.01,0,0,0,0,0,0,0,0,0,0,0,0,0
910bd026-0734-3992-b1c6-a37362e46dbf,ecd990ea-f209-4d3b-aa30-2774860ed903,117021e5-9d27-455b-bafc-85012d8b9b45,trip fare adjust order,2024-08-04 23:13:20.636 +0530 IST,-3.73,-3.73,0,0,0,0,0,0,-3.73,0,0,0,0,0,0,0,0,0,0,0
0f7d7970-7250-35fe-a366-25a6e3c91b63,54bad470-c12e-45c5-8910-9559f03ea34b,dcf5d357-3efc-4897-b761-1fe5c3d52047,trip completed order,2024-08-04 23:18:18.03 +0530 IST,68.48,477.48,-409,477.48,0,476.52,0,0,0,0,0,0,0.96,0,0,0,0,0,0,0
d42c7869-9247-34cb-a393-3ff8345e07bc,54bad470-c12e-45c5-8910-9559f03ea34b,dcf5d357-3efc-4897-b761-1fe5c3d52047,trip fare adjust order,2024-08-04 23:18:19.881 +0530 IST,-4.77,-4.77,0,0,0,0,0,0,-4.77,0,0,0,0,0,0,0,0,0,0,0
8e33ca3b-3959-3fb3-bccf-1ce42db7bb75,100b888d-c025-49b3-814d-eb21f147c87c,2cbd550a-c0e0-425f-87b0-7dfbf8ad1164,trip completed order,2024-08-04 23:47:35.566 +0530 IST,-55.95,159.05,-215,159.05,0,159.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3ab03e62-1fba-346d-ab72-759f1ac83387,100b888d-c025-49b3-814d-eb21f147c87c,2cbd550a-c0e0-425f-87b0-7dfbf8ad1164,trip fare adjust order,2024-08-04 23:47:37.229 +0530 IST,-1.59,-1.59,0,0,0,0,0,0,-1.59,0,0,0,0,0,0,0,0,0,0,0
3842bde8-3c17-3caf-b9f8-8a1c4aeb2e09,ecd990ea-f209-4d3b-aa30-2774860ed903,c26248af-03ac-4dad-a0c4-ee0046d2bb3f,trip completed order,2024-08-04 23:49:51.007 +0530 IST,4.5,204.49,-245,204.49,0,204.49,45.01,0,0,0,0,0,0,0,0,0,0,0,0,0
e2954700-2e6c-3dc8-9ef5-368578c2cba2,ecd990ea-f209-4d3b-aa30-2774860ed903,c26248af-03ac-4dad-a0c4-ee0046d2bb3f,trip fare adjust order,2024-08-04 23:49:52.626 +0530 IST,-2.5,-2.5,0,0,0,0,0,0,-2.5,0,0,0,0,0,0,0,0,0,0,0
3f44e565-eb68-30fe-88f5-bdd099629cbd,100b888d-c025-49b3-814d-eb21f147c87c,f2c24b70-d966-4bac-b40a-f40761c7b3ff,trip completed order,2024-08-05 00:19:10.993 +0530 IST,310.65,310.65,0,310.65,0,310.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fcd9fdfc-9175-3a84-9dfd-08851a4184ca,100b888d-c025-49b3-814d-eb21f147c87c,f2c24b70-d966-4bac-b40a-f40761c7b3ff,trip fare adjust order,2024-08-05 00:19:13.056 +0530 IST,-3.11,-3.11,0,0,0,0,0,0,-3.11,0,0,0,0,0,0,0,0,0,0,0
cc3e6ac4-1347-3173-a6a7-95cfe7b51baf,ecd990ea-f209-4d3b-aa30-2774860ed903,6ed7df6e-d95b-48b5-bcf7-81aff03f5514,trip completed order,2024-08-05 00:30:43.526 +0530 IST,-54.95,155.05,-210,155.05,0,155.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aec875bd-d9b5-33e3-b386-3af42d13655c,ecd990ea-f209-4d3b-aa30-2774860ed903,6ed7df6e-d95b-48b5-bcf7-81aff03f5514,trip fare adjust order,2024-08-05 00:30:45.203 +0530 IST,-1.55,-1.55,0,0,0,0,0,0,-1.55,0,0,0,0,0,0,0,0,0,0,0
636e8a19-ed56-3f5f-a125-6318a3d2fc46,ecd990ea-f209-4d3b-aa30-2774860ed903,6014a6ee-57fd-4bd0-aebe-411bf1c4b1d1,trip completed order,2024-08-05 00:51:39.979 +0530 IST,-45.42,128.58,-174,128.58,0,95.24,0,0,0,0,33.34,0,0,0,0,0,0,0,0,0
0b0ba432-0bf3-33bb-8924-f833a1c7076e,ecd990ea-f209-4d3b-aa30-2774860ed903,6014a6ee-57fd-4bd0-aebe-411bf1c4b1d1,trip fare adjust order,2024-08-05 00:51:41.649 +0530 IST,-1.29,-1.29,0,0,0,0,0,0,-1.29,0,0,0,0,0,0,0,0,0,0,0
559da951-9ec1-3f02-a839-7916ccb9a14e,ecd990ea-f209-4d3b-aa30-2774860ed903,87fbb94b-3ecd-4d83-82bf-5d318ac89028,trip completed order,2024-08-05 01:20:04.411 +0530 IST,-38.59,145.41,-184,145.41,0,135.89,0,0,0,9.52,0,0,0,0,0,0,0,0,0,0
ed39bce2-6bb9-36ae-b4eb-9e7ad5d2c0e6,ecd990ea-f209-4d3b-aa30-2774860ed903,87fbb94b-3ecd-4d83-82bf-5d318ac89028,trip fare adjust order,2024-08-05 01:20:06.101 +0530 IST,-1.45,-1.45,0,0,0,0,0,0,-1.45,0,0,0,0,0,0,0,0,0,0,0
5274f5af-869d-3dd5-9012-2f1bd3ed8aa2,ecd990ea-f209-4d3b-aa30-2774860ed903,a69880fc-4916-4fd1-b0bc-fc436a0c7e04,trip completed order,2024-08-05 01:57:59.172 +0530 IST,314.33,269.32,0,269.32,0,269.32,45.01,0,0,0,0,0,0,0,0,0,0,0,0,0
15133bd2-ddeb-3287-bc56-47a16400c5c6,ecd990ea-f209-4d3b-aa30-2774860ed903,a69880fc-4916-4fd1-b0bc-fc436a0c7e04,trip fare adjust order,2024-08-05 01:58:00.979 +0530 IST,-3.14,-3.14,0,0,0,0,0,0,-3.14,0,0,0,0,0,0,0,0,0,0,0
24b47429-aeaa-306b-9461-6f716339b8de,47234e95-0d39-458e-bd76-616a05603baf,d70e75b0-8250-44c7-b8ca-e9bf29649592,trip completed order,2024-08-05 12:53:58.824 +0530 IST,862.87,662.87,0,662.87,0,655.93,200,0,0,0,0,0,6.94,0,0,0,0,0,0,0
68424e74-13d9-3cb8-99bc-edf152fd1485,47234e95-0d39-458e-bd76-616a05603baf,d70e75b0-8250-44c7-b8ca-e9bf29649592,trip fare adjust order,2024-08-05 12:54:00.722 +0530 IST,-8.63,-8.63,0,0,0,0,0,0,-8.63,0,0,0,0,0,0,0,0,0,0,0
bf98a615-7274-3758-aeb8-ec18d268f78f,54bad470-c12e-45c5-8910-9559f03ea34b,354780b1-257c-46ff-aac6-03acf36eff36,trip fare adjust order,2024-08-05 13:00:22.941 +0530 IST,-100,-100,0,-100,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0
527f1943-c9cd-3b4a-9e4c-b23dec80ea28,9b62fc51-c0c2-4c38-8d6e-7d0f6d69f411,c248aa5b-53e6-496a-86fa-85bcbd3b3ce5,trip completed order,2024-08-05 13:08:21.915 +0530 IST,-61.79,179.21,-241,179.21,0,179.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05f896a4-c7ca-3198-8d3e-d3ffa8f1f821,9b62fc51-c0c2-4c38-8d6e-7d0f6d69f411,c248aa5b-53e6-496a-86fa-85bcbd3b3ce5,trip fare adjust order,2024-08-05 13:08:23.514 +0530 IST,-1.79,-1.79,0,0,0,0,0,0,-1.79,0,0,0,0,0,0,0,0,0,0,0
437247d8-9236-33d0-9832-3d2d7ae17b99,100b888d-c025-49b3-814d-eb21f147c87c,756ed5a8-9ea4-472f-8028-7f487e59c15f,trip completed order,2024-08-05 15:21:14.109 +0530 IST,81.73,361.73,-480,361.73,0,361.73,200,0,0,0,0,0,0,0,0,0,0,0,0,0
d6678c9e-8178-3ab4-a573-306a7dc2a35a,100b888d-c025-49b3-814d-eb21f147c87c,756ed5a8-9ea4-472f-8028-7f487e59c15f,trip fare adjust order,2024-08-05 15:21:15.853 +0530 IST,-5.62,-5.62,0,0,0,0,0,0,-5.62,0,0,0,0,0,0,0,0,0,0,0
ab83116b-9f5b-307e-810a-7dbb9ddd74a0,47234e95-0d39-458e-bd76-616a05603baf,18659880-c52d-47b9-9c4b-f65f23f7996e,trip completed order,2024-08-05 15:23:59.617 +0530 IST,143.03,143.03,0,143.03,0,133.32,0,0,0,9.52,0,0,0.19,0,0,0,0,0,0,0
59ec73b4-91a0-369c-a691-7d4abb1eb022,47234e95-0d39-458e-bd76-616a05603baf,18659880-c52d-47b9-9c4b-f65f23f7996e,trip fare adjust order,2024-08-05 15:24:01.245 +0530 IST,-1.43,-1.43,0,0,0,0,0,0,-1.43,0,0,0,0,0,0,0,0,0,0,0
20970194-607b-3d39-92d6-b83502e9eaed,100b888d-c025-49b3-814d-eb21f147c87c,69aa18f4-1406-4baa-b0d0-ce23a62ffed9,trip completed order,2024-08-05 15:47:03.829 +0530 IST,-40.76,95.24,-136,95.24,0,95.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9248a265-0f94-3e38-b078-f2c65b0ef2aa,100b888d-c025-49b3-814d-eb21f147c87c,69aa18f4-1406-4baa-b0d0-ce23a62ffed9,trip fare adjust order,2024-08-05 15:47:05.574 +0530 IST,-0.95,-0.95,0,0,0,0,0,0,-0.95,0,0,0,0,0,0,0,0,0,0,0
398b58f9-e1d9-38e2-9370-135a9a0bf7e8,47234e95-0d39-458e-bd76-616a05603baf,cca073d9-ca85-4401-b431-86f1590338c4,trip completed order,2024-08-05 16:04:59.375 +0530 IST,170.55,170.55,0,170.55,0,160.54,0,0,0,9.52,0,0,0.49,0,0,0,0,0,0,0
b1b597d0-d4ce-31e0-ad05-7fd2457f84ef,47234e95-0d39-458e-bd76-616a05603baf,cca073d9-ca85-4401-b431-86f1590338c4,trip fare adjust order,2024-08-05 16:05:01.126 +0530 IST,-1.71,-1.71,0,0,0,0,0,0,-1.71,0,0,0,0,0,0,0,0,0,0,0
2b47fc62-1da0-3b41-b604-b384e462d1cb,47234e95-0d39-458e-bd76-616a05603baf,9840bc87-16b0-414a-b3e6-5e46b104cb46,trip completed order,2024-08-05 16:34:59.72 +0530 IST,359.53,359.53,0,359.53,0,350.01,0,0,0,9.52,0,0,0,0,0,0,0,0,0,0
00949176-6b8a-331a-9fe6-9fbea9cb014b,47234e95-0d39-458e-bd76-616a05603baf,9840bc87-16b0-414a-b3e6-5e46b104cb46,trip fare adjust order,2024-08-05 16:35:01.517 +0530 IST,-3.6,-3.6,0,0,0,0,0,0,-3.6,0,0,0,0,0,0,0,0,0,0,0
9798319c-d8b8-314c-a342-dae49b4cb83d,100b888d-c025-49b3-814d-eb21f147c87c,d6f3cc7e-c077-4c36-a671-319a4161f588,trip completed order,2024-08-05 16:59:33.966 +0530 IST,-45.25,447.75,-593,447.75,0,447.75,100,0,0,0,0,0,0,0,0,0,0,0,0,0
2023f71a-5045-388b-bff5-6b81d962f533,100b888d-c025-49b3-814d-eb21f147c87c,d6f3cc7e-c077-4c36-a671-319a4161f588,trip fare adjust order,2024-08-05 16:59:35.638 +0530 IST,-5.48,-5.48,0,0,0,0,0,0,-5.48,0,0,0,0,0,0,0,0,0,0,0
ca2350d0-ec8a-30fb-8c62-02c130c58b9c,100b888d-c025-49b3-814d-eb21f147c87c,e2023c16-984f-413b-bd01-21e35d0cc93a,trip completed order,2024-08-05 17:20:55.434 +0530 IST,124.06,124.06,0,124.06,0,124.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fb3d2d7a-c3ca-3453-8a83-f7caba0f74e0,100b888d-c025-49b3-814d-eb21f147c87c,e2023c16-984f-413b-bd01-21e35d0cc93a,trip fare adjust order,2024-08-05 17:20:57.107 +0530 IST,-1.24,-1.24,0,0,0,0,0,0,-1.24,0,0,0,0,0,0,0,0,0,0,0
57720a6f-ecf5-3a76-a102-2ab08e75ec5f,100b888d-c025-49b3-814d-eb21f147c87c,0ed57243-aae4-4bdf-8a5d-d471f4922979,trip completed order,2024-08-05 18:01:09.072 +0530 IST,-108.14,343.86,-452,343.86,0,343.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ce00a257-8383-391b-adc4-bef08870577d,100b888d-c025-49b3-814d-eb21f147c87c,0ed57243-aae4-4bdf-8a5d-d471f4922979,trip fare adjust order,2024-08-05 18:01:10.733 +0530 IST,-3.44,-3.44,0,0,0,0,0,0,-3.44,0,0,0,0,0,0,0,0,0,0,0
6af2aec4-3939-3182-ab95-ccf71f82b788,9b62fc51-c0c2-4c38-8d6e-7d0f6d69f411,f2037059-99f6-45b7-a0cf-f4f76782a7c3,trip completed order,2024-08-05 18:13:48.999 +0530 IST,-27.4,771.6,-799,771.6,0,771.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a74fb39e-4707-3eb6-8f70-cb464587b94c,9b62fc51-c0c2-4c38-8d6e-7d0f6d69f411,f2037059-99f6-45b7-a0cf-f4f76782a7c3,trip fare adjust order,2024-08-05 18:13:50.538 +0530 IST,-7.72,-7.72,0,0,0,0,0,0,-7.72,0,0,0,0,0,0,0,0,0,0,0
dac0c15f-6612-3be4-bc24-bb91a8b58ece,9b62fc51-c0c2-4c38-8d6e-7d0f6d69f411,f2037059-99f6-45b7-a0cf-f4f76782a7c3,trip fare adjust order,2024-08-05 18:13:51.726 +0530 IST,-763.88,-763.88,0,-763.88,0,0,0,0,0,0,0,0,0,0,0,-763.88,0,0,0,0
66643da4-fbaa-32b7-87ff-bbe845a443ea,54bad470-c12e-45c5-8910-9559f03ea34b,e13ffe37-28ed-45c5-bac5-a2cd9c02ba09,trip completed order,2024-08-05 18:31:12.981 +0530 IST,-278.87,978.11,-1457,978.11,0,954.31,200.02,0,0,23.8,0,0,0,0,0,0,0,0,0,0
0b01d653-4c21-389e-8da0-d7424afc503d,54bad470-c12e-45c5-8910-9559f03ea34b,e13ffe37-28ed-45c5-bac5-a2cd9c02ba09,trip fare adjust order,2024-08-05 18:31:14.669 +0530 IST,-11.78,-11.78,0,0,0,0,0,0,-11.78,0,0,0,0,0,0,0,0,0,0,0
e5a17d84-2642-318f-b972-34143133d19e,100b888d-c025-49b3-814d-eb21f147c87c,a5846e4b-6e0c-4f07-b1b4-45bf3326d4e3,trip completed order,2024-08-05 19:05:43.502 +0530 IST,151.57,151.57,0,151.57,0,234.85,0,0,0,0,0,-83.28,0,0,0,0,0,0,0,0
bae56400-5671-3256-baaf-4a31a0fc912c,100b888d-c025-49b3-814d-eb21f147c87c,a5846e4b-6e0c-4f07-b1b4-45bf3326d4e3,trip fare adjust order,2024-08-05 19:05:45.162 +0530 IST,-1.52,-1.52,0,0,0,0,0,0,-1.52,0,0,0,0,0,0,0,0,0,0,0
d129b801-8f66-3d8f-97d0-7bc4febcbbac,54bad470-c12e-45c5-8910-9559f03ea34b,a6ec9853-7366-4570-8e20-33784ab65c3c,trip completed order,2024-08-05 20:05:33.008 +0530 IST,26.61,351.52,-324.91,351.52,0,409.15,0,0,0,0,0,-70.29,12.66,0,0,0,0,0,0,0
e8934e4d-7361-3767-8200-ccbfdbbe4032,54bad470-c12e-45c5-8910-9559f03ea34b,a6ec9853-7366-4570-8e20-33784ab65c3c,trip fare adjust order,2024-08-05 20:05:34.795 +0530 IST,-3.52,-3.52,0,0,0,0,0,0,-3.52,0,0,0,0,0,0,0,0,0,0,0
1485fb92-c14f-35a7-a277-1cc4122e2b60,100b888d-c025-49b3-814d-eb21f147c87c,60d27c39-4436-4313-b7fb-af62c6065265,trip completed order,2024-08-05 20:31:55.515 +0530 IST,-123.23,370.77,-494,370.77,0,370.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c7d943a9-2f20-310e-a81a-6cc9dcf9ff47,100b888d-c025-49b3-814d-eb21f147c87c,60d27c39-4436-4313-b7fb-af62c6065265,trip fare adjust order,2024-08-05 20:31:57.257 +0530 IST,-3.71,-3.71,0,0,0,0,0,0,-3.71,0,0,0,0,0,0,0,0,0,0,0
8567cd2a-deae-392b-afe9-5996375104d2,100b888d-c025-49b3-814d-eb21f147c87c,e8590988-ef88-40e8-b82e-7031af299cb2,trip completed order,2024-08-05 21:13:24.04 +0530 IST,151.99,151.99,0,151.99,0,168.16,0,0,0,0,0,-16.17,0,0,0,0,0,0,0,0
ad4380fa-8f3a-3ac1-a032-c1d935bb39fd,100b888d-c025-49b3-814d-eb21f147c87c,e8590988-ef88-40e8-b82e-7031af299cb2,trip fare adjust order,2024-08-05 21:13:25.81 +0530 IST,-1.52,-1.52,0,0,0,0,0,0,-1.52,0,0,0,0,0,0,0,0,0,0,0
cbe5cdde-8bd3-3b50-80b1-a10a68e0f0b4,100b888d-c025-49b3-814d-eb21f147c87c,0bcdb4d8-aea6-45e3-b05e-bf8c5bccbddb,trip completed order,2024-08-05 21:18:22.679 +0530 IST,15.04,15.04,0,15.04,0,0,0,0,0,0,0,0,0,0,0,0,0,15.04,0,0
b4d99e33-9b69-3542-abd4-255faba7a5cb,100b888d-c025-49b3-814d-eb21f147c87c,0bcdb4d8-aea6-45e3-b05e-bf8c5bccbddb,trip fare adjust order,2024-08-05 21:18:24.275 +0530 IST,-0.15,-0.15,0,0,0,0,0,0,-0.15,0,0,0,0,0,0,0,0,0,0,0
f81cded0-1620-3958-888c-7673bf3c5a90,54bad470-c12e-45c5-8910-9559f03ea34b,c3a24cb2-6068-44ac-b43f-3f12ab20cb33,trip completed order,2024-08-05 21:49:46.017 +0530 IST,-144.73,481.28,-671,481.28,0,481.28,44.99,0,0,0,0,0,0,0,0,0,0,0,0,0
7292b005-b56f-378e-bbbe-7ad72e0f294a,54bad470-c12e-45c5-8910-9559f03ea34b,c3a24cb2-6068-44ac-b43f-3f12ab20cb33,trip fare adjust order,2024-08-05 21:49:47.714 +0530 IST,-5.26,-5.26,0,0,0,0,0,0,-5.26,0,0,0,0,0,0,0,0,0,0,0
640148ae-4f55-3fec-8719-269e8ca6c3db,100b888d-c025-49b3-814d-eb21f147c87c,0d659a80-99dc-4206-b46d-c49ed8b7f5c0,trip completed order,2024-08-05 22:24:31.098 +0530 IST,-185.77,587.23,-1023,587.23,0,587.23,250,0,0,0,0,0,0,0,0,0,0,0,0,0
a35a219f-c406-3dc2-a835-bf001f579c61,100b888d-c025-49b3-814d-eb21f147c87c,0d659a80-99dc-4206-b46d-c49ed8b7f5c0,trip fare adjust order,2024-08-05 22:24:32.803 +0530 IST,-8.37,-8.37,0,0,0,0,0,0,-8.37,0,0,0,0,0,0,0,0,0,0,0
0ddc98fc-ee22-3493-aa28-2c3818b5ffcb,9b62fc51-c0c2-4c38-8d6e-7d0f6d69f411,f2037059-99f6-45b7-a0cf-f4f76782a7c3,trip fare adjust order,2024-08-05 22:58:02.235 +0530 IST,763.88,763.88,0,763.88,0,0,0,0,0,0,0,0,0,0,0,763.88,0,0,0,0
2d8c208c-550a-3893-9409-5144aa3ec78a,54bad470-c12e-45c5-8910-9559f03ea34b,85948791-aef6-46ff-b3da-d19ab60b43bf,trip completed order,2024-08-06 00:45:09.319 +0530 IST,-88.4,294.6,-383,294.6,0,290.6,0,0,0,0,0,0,4,0,0,0,0,0,0,0
57a0e82c-7d15-37f4-b00d-044fa4bc61ee,54bad470-c12e-45c5-8910-9559f03ea34b,85948791-aef6-46ff-b3da-d19ab60b43bf,trip fare adjust order,2024-08-06 00:45:10.914 +0530 IST,-2.95,-2.95,0,0,0,0,0,0,-2.95,0,0,0,0,0,0,0,0,0,0,0
d27a1804-a0e8-3caf-894b-eab18dbcf272,54bad470-c12e-45c5-8910-9559f03ea34b,4dc905e3-3fb0-4d8d-98cd-19ca4dbd619e,trip completed order,2024-08-06 02:11:43.525 +0530 IST,-156.71,441.3,-643,441.3,0,430.87,44.99,0,0,0,0,0,10.43,0,0,0,0,0,0,0
64c00c09-243d-3490-9659-324004bfdf56,54bad470-c12e-45c5-8910-9559f03ea34b,4dc905e3-3fb0-4d8d-98cd-19ca4dbd619e,trip fare adjust order,2024-08-06 02:11:45.116 +0530 IST,-4.86,-4.86,0,0,0,0,0,0,-4.86,0,0,0,0,0,0,0,0,0,0,0
7db611c7-69c0-31dd-8348-12bdc8c3dd73,54bad470-c12e-45c5-8910-9559f03ea34b,b17df618-9726-4d2c-92ee-3d4fea70d357,trip completed order,2024-08-06 03:49:15.902 +0530 IST,0.57,631.56,-676,631.56,0,631.56,45.01,0,0,0,0,0,0,0,0,0,0,0,0,0
032dd9fb-c3c6-3b59-a765-d60baae2d836,54bad470-c12e-45c5-8910-9559f03ea34b,b17df618-9726-4d2c-92ee-3d4fea70d357,trip fare adjust order,2024-08-06 03:49:17.506 +0530 IST,-6.77,-6.77,0,0,0,0,0,0,-6.77,0,0,0,0,0,0,0,0,0,0,0
fde6ef35-a6e5-37c3-a55c-69700b297cd0,54bad470-c12e-45c5-8910-9559f03ea34b,5bbb762c-b894-4a4b-b81d-d17b8af355d9,trip completed order,2024-08-06 11:06:52.871 +0530 IST,-128.52,431.48,-560,431.48,0,423.28,0,0,0,0,0,0,8.2,0,0,0,0,0,0,0
9d437778-9ae2-31de-a97d-a55331fd25a6,54bad470-c12e-45c5-8910-9559f03ea34b,5bbb762c-b894-4a4b-b81d-d17b8af355d9,trip fare adjust order,2024-08-06 11:06:54.598 +0530 IST,-4.31,-4.31,0,0,0,0,0,0,-4.31,0,0,0,0,0,0,0,0,0,0,0
4b31e66c-53d5-3815-b071-17eba466f0a9,100b888d-c025-49b3-814d-eb21f147c87c,737bbbc9-4067-4699-a51f-05273e701687,trip completed order,2024-08-06 12:12:19.067 +0530 IST,597.87,397.87,0,397.87,0,397.87,200,0,0,0,0,0,0,0,0,0,0,0,0,0
49781919-f0b7-3cdc-9fdf-0a27bb2049ef,100b888d-c025-49b3-814d-eb21f147c87c,737bbbc9-4067-4699-a51f-05273e701687,trip fare adjust order,2024-08-06 12:12:21.011 +0530 IST,-5.98,-5.98,0,0,0,0,0,0,-5.98,0,0,0,0,0,0,0,0,0,0,0
2e2efa06-f10e-36bc-80c9-5fe57850974c,47234e95-0d39-458e-bd76-616a05603baf,d7d75bbe-1ae0-4310-b05c-85bf52215e5f,trip completed order,2024-08-06 12:27:50.472 +0530 IST,660.13,460.13,0,460.13,0,460.13,200,0,0,0,0,0,0,0,0,0,0,0,0,0
8ae370d8-5ff3-3cbc-938a-99cb169c6084,47234e95-0d39-458e-bd76-616a05603baf,d7d75bbe-1ae0-4310-b05c-85bf52215e5f,trip fare adjust order,2024-08-06 12:27:52.226 +0530 IST,-6.6,-6.6,0,0,0,0,0,0,-6.6,0,0,0,0,0,0,0,0,0,0,0
b1727e61-fdd7-3ed4-83d0-deee6fdb0fd4,100b888d-c025-49b3-814d-eb21f147c87c,30616041-6c52-47fe-bde6-f2785793d4fe,trip completed order,2024-08-06 12:54:39.537 +0530 IST,196.73,196.73,0,196.73,0,196.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8c5aad07-5d5a-3365-a316-b662e200d932,100b888d-c025-49b3-814d-eb21f147c87c,30616041-6c52-47fe-bde6-f2785793d4fe,trip fare adjust order,2024-08-06 12:54:41.209 +0530 IST,-1.97,-1.97,0,0,0,0,0,0,-1.97,0,0,0,0,0,0,0,0,0,0,0
09f0821a-5c8b-3eea-ad75-81edde0c4beb,47234e95-0d39-458e-bd76-616a05603baf,f2520b18-4117-423f-8a52-ace61c0a7e31,trip completed order,2024-08-06 13:10:21.551 +0530 IST,205.29,205.29,0,205.29,0,205.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ed91334-7781-3ef7-84b3-2f8c3c825036,47234e95-0d39-458e-bd76-616a05603baf,f2520b18-4117-423f-8a52-ace61c0a7e31,trip fare adjust order,2024-08-06 13:10:23.498 +0530 IST,-2.05,-2.05,0,0,0,0,0,0,-2.05,0,0,0,0,0,0,0,0,0,0,0
b0b02d90-4ab8-3b7e-8bf9-8cda010c8694,100b888d-c025-49b3-814d-eb21f147c87c,ca8c16af-99f3-4b43-b2a8-652e598963ec,trip completed order,2024-08-06 14:03:15.315 +0530 IST,247.98,247.98,0,247.98,0,247.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ea4b9433-411b-3a27-b954-9437bcc9108f,100b888d-c025-49b3-814d-eb21f147c87c,ca8c16af-99f3-4b43-b2a8-652e598963ec,trip fare adjust order,2024-08-06 14:03:17.182 +0530 IST,-2.48,-2.48,0,0,0,0,0,0,-2.48,0,0,0,0,0,0,0,0,0,0,0
